userID,subscriptionAgeGroup,monthsActive,monthlySubscriptionCost,totalAmountPaid,churned,listeningHoursPerWeek,appUpdateFrequency,daysSinceLastLogin,gender_Male,hasFamilyPlan_Yes,hasSharedAccount_Yes,hasMobileApp_Yes,usesMultipleDevices_Yes,subscriptionType_Free Trial,subscriptionType_Individual Plan,subscriptionType_Student Plan,parentalControlsEnabled_No internet service,parentalControlsEnabled_Yes,playlistBackupEnabled_Yes,deviceSyncEnabled_Yes,contactedSupportRecently_No internet service,contactedSupportRecently_Yes,watchesMusicVideos_No internet service,watchesMusicVideos_Yes,listensToPodcasts_No internet service,listensToPodcasts_Yes,usesAutoBilling_Yes,paymentMethod_Credit card (automatic),paymentMethod_Electronic check,paymentMethod_Mailed check,favoriteGenre_Electronic,favoriteGenre_Hip-Hop,favoriteGenre_Jazz,favoriteGenre_Pop,favoriteGenre_R&B,favoriteGenre_Rock,subscriptionAgeGroupLabel_Senior,subscriptionAgeGroupLabel_Teen
8111-BKVDS,1,10,10.99,449.3,No,23.8,15,11,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2055-SIFSS,1,55,16.99,2838.55,No,10.9,17,3,False,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2806-MLNTI,2,52,16.99,5376.4,No,15.6,29,5,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False
8734-DKSTZ,1,10,5.99,858.6,No,6.0,18,10,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
4360-PNRQB,1,18,10.99,1395.05,No,18.2,17,6,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
6152-ONASV,2,68,10.99,3975.7,No,21.6,21,0,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
9063-ZGTUY,1,61,10.99,1182.55,Yes,15.4,18,3,False,False,False,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
7781-HVGMK,1,72,16.99,4784.45,No,20.7,5,6,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False
2181-UAESM,1,2,16.99,119.5,No,21.1,19,17,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2957-LOLHO,2,12,16.99,518.9,Yes,15.6,27,0,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
6048-NJXHX,2,41,16.99,899.45,No,12.7,17,3,True,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False
2320-SLKMB,1,26,16.99,1183.8,No,15.8,6,6,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False
4980-URKXC,1,36,10.99,720.05,No,14.8,11,4,True,False,False,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
4376-KFVRS,1,72,16.99,8468.2,No,10.2,14,3,True,True,True,True,True,False,False,False,False,True,True,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False
5886-VLQVU,1,35,10.99,3161.2,No,15.6,5,4,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
3577-AMVUX,1,1,5.99,55.05,No,15.7,19,10,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0771-WLCLA,1,16,16.99,1882.55,No,24.0,9,5,False,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False
5628-RKIFK,1,49,10.99,5070.4,No,17.2,7,3,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False
0206-TBWLC,1,54,10.99,6049.5,No,18.0,12,0,False,False,False,True,True,False,True,False,False,True,True,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,False
2937-FTHUR,1,18,10.99,1166.7,No,8.7,8,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
1910-FMXJM,0,36,0.0,2937.65,No,6.4,5,5,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
7752-XUSCI,1,60,10.99,6396.45,Yes,11.3,9,3,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False
4110-PFEUZ,1,1,10.99,69.55,Yes,21.6,14,15,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0732-OCQOC,1,52,10.99,1270.25,No,14.8,9,6,False,False,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
5168-MSWXT,2,8,10.99,759.55,No,19.6,22,9,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False
1090-ESELR,1,72,10.99,7611.55,No,12.2,10,4,True,False,False,True,True,False,True,False,False,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
8592-PLTMQ,1,64,10.99,1642.75,No,7.5,19,0,False,False,False,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
5760-WRAHC,2,22,16.99,1545.4,No,15.4,21,6,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
8847-GEOOQ,1,60,10.99,3582.4,No,13.7,13,6,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0256-LTHVJ,1,28,5.99,2227.1,Yes,27.1,10,6,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False
4785-FCIFB,1,61,10.99,1417.9,No,20.7,13,3,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
8313-NDOIA,1,24,10.99,2494.65,No,12.4,9,2,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False
5149-CUZUJ,0,28,16.99,2768.35,No,20.2,2,3,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0942-KOWSM,1,30,10.99,2369.3,No,16.3,13,2,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
4237-CLSMM,1,2,16.99,38.0,No,23.9,8,22,True,True,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1452-VOQCH,1,1,16.99,75.1,No,13.3,11,17,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
4719-UMSIY,1,6,16.99,100.9,No,15.0,8,8,True,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
6614-VBEGU,1,24,10.99,1614.05,No,8.3,18,2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False
0880-TKATG,1,4,5.99,385.9,Yes,12.7,19,22,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
3811-VBYBZ,1,7,16.99,673.25,Yes,12.4,13,7,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False
1480-BKXGA,1,72,10.99,8404.9,No,17.4,16,0,True,False,False,True,True,False,True,False,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False
2996-XAUVF,1,70,16.99,2799.75,No,14.5,5,1,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
9076-AXYIK,1,64,16.99,6538.45,No,17.4,10,6,True,True,True,True,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
5968-XQIVE,1,72,16.99,6588.95,No,11.1,9,0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False
8896-RAZCR,0,44,16.99,868.1,No,15.4,5,4,False,True,True,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
4640-UHDOS,1,13,10.99,734.35,Yes,14.4,15,2,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
4933-IKULF,1,17,10.99,330.6,No,11.7,5,0,False,False,False,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
3583-EKAPL,0,1,16.99,55.0,Yes,18.3,3,17,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True
1304-BCCFO,1,9,5.99,564.4,No,14.0,17,8,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False
4104-PVRPS,1,24,10.99,1315.35,No,6.8,17,3,True,False,False,True,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
9399-APLBT,1,1,10.99,74.7,Yes,18.3,17,21,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
2359-KMGLI,1,24,10.99,1861.5,Yes,22.8,8,3,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
3780-DDGSE,1,35,10.99,2747.2,No,14.3,5,4,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False
4431-EDMIQ,2,7,10.99,554.05,No,10.8,22,12,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False
0306-JAELE,1,5,16.99,453.4,Yes,11.5,6,13,True,True,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False
6227-HWPWX,0,15,16.99,994.8,Yes,10.8,8,5,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0486-LGCCH,1,11,5.99,225.75,No,13.8,9,1,True,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
0447-BEMNG,1,48,10.99,2145.0,Yes,12.5,16,3,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
4612-SSVHJ,1,20,10.99,1671.6,No,13.1,18,6,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False
5168-MQQCA,1,72,10.99,8003.8,No,13.5,16,1,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
5949-XIKAE,0,8,16.99,680.05,Yes,9.9,1,11,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True
7971-HLVXI,1,72,5.99,6130.85,No,12.2,12,3,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False
9094-AZPHK,1,15,16.99,1415.0,No,9.9,13,0,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False
3649-JPUGY,2,72,10.99,6201.95,No,13.0,25,5,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False
4472-LVYGI,0,0,0.0,,No,8.7,2,25,False,False,False,False,True,True,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
8372-JUXUI,0,1,16.99,74.35,Yes,6.1,7,8,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
3552-CTCYF,1,63,16.99,6597.25,No,16.2,14,6,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False
6778-YSNIH,1,2,10.99,114.15,No,7.9,14,25,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0388-EOPEX,2,2,10.99,139.4,Yes,15.4,18,12,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
5756-OZRIO,1,61,5.99,3902.6,No,14.7,5,1,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
6579-JPICP,1,1,10.99,20.4,No,21.7,9,15,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
8205-OTCHB,1,22,5.99,903.6,Yes,17.5,11,5,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
4134-BSXLX,1,28,16.99,1785.65,No,7.3,11,3,True,True,False,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0505-SPOOW,1,70,10.99,1397.65,No,23.6,11,0,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
6235-VDHOM,1,5,5.99,131.05,Yes,14.3,15,19,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
7783-YKGDV,2,12,10.99,1238.45,Yes,21.5,27,4,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
4374-YMUSQ,1,34,10.99,3899.05,No,14.5,10,2,True,False,False,True,True,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False
4513-CXYIX,1,71,16.99,5676.0,No,10.6,16,2,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
3957-HHLMR,2,70,10.99,4543.15,No,18.5,15,4,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7803-XOCCZ,1,52,16.99,4326.8,No,20.2,6,4,False,True,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
5736-YEJAX,1,69,10.99,5502.55,No,15.6,13,1,True,False,False,True,True,False,True,False,False,True,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
5609-CEBID,1,20,16.99,1782.4,Yes,16.7,11,4,False,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False
8981-FJGLA,2,11,16.99,851.8,No,20.8,24,3,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
7218-HKQFK,1,2,5.99,167.5,Yes,9.5,11,14,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False
4636-QRJKY,1,6,10.99,502.85,Yes,21.0,17,12,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
1135-LMECX,1,1,10.99,19.85,No,9.3,17,27,False,False,False,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
4332-MUOEZ,1,20,16.99,1818.3,No,17.2,19,4,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
8535-SFUTN,1,61,16.99,6300.15,No,9.5,8,6,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False
5956-VKDTT,0,5,0.0,334.8,Yes,7.6,4,16,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
8677-HDZEE,1,56,16.99,5916.95,No,15.7,11,4,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
2475-MROZF,1,30,16.99,2852.4,No,15.0,6,3,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
9412-GHEEC,0,40,16.99,4131.95,Yes,11.8,3,3,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
3482-ABPKK,2,28,10.99,1546.3,No,9.9,20,6,False,False,False,True,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
6705-LXORM,1,5,10.99,302.6,No,14.1,18,12,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0257-ZESQC,1,27,16.99,1929.35,Yes,23.5,14,3,False,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
7531-GQHME,2,12,10.99,265.45,No,8.8,27,4,True,False,False,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False
5174-ITUMV,1,67,16.99,6989.45,No,13.2,9,2,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False
4109-CYRBD,1,29,16.99,1442.0,No,13.9,19,4,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0913-XWSCN,1,55,5.99,4713.4,No,18.0,15,5,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
6825-UYPFK,1,23,16.99,1758.6,Yes,10.4,15,0,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8397-MVTAZ,1,34,10.99,3480.0,Yes,10.7,13,4,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False
0750-EBAIU,1,52,10.99,4738.3,No,5.9,5,5,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
8606-CIQUL,1,72,10.99,8399.15,No,20.5,12,3,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False
3571-DPYUH,1,58,10.99,5430.35,No,11.1,15,3,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False
7601-GNDYK,1,35,5.99,686.95,No,11.6,8,6,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
0356-OBMAC,1,56,16.99,5706.3,No,14.9,16,0,False,True,True,True,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
8067-NIOYM,2,24,16.99,490.65,No,23.2,21,2,False,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False
1403-GYAFU,1,70,5.99,1360.25,No,9.6,19,6,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
4234-XTNEA,1,2,16.99,174.45,No,17.6,14,8,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False
1297-VQDRP,1,68,5.99,7379.8,No,23.3,5,6,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False
9282-IZGQK,1,1,16.99,85.0,Yes,7.3,19,23,False,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False
5348-CAGXB,1,12,10.99,1021.75,No,10.8,15,0,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False
0621-HJWXJ,1,63,10.99,5029.05,No,20.9,13,6,False,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
5844-QVTAT,1,33,5.99,1955.4,No,24.0,16,3,False,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
8905-IAZPF,1,69,5.99,6744.2,No,13.5,15,4,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False
5394-MEITZ,1,60,16.99,4946.7,No,15.4,8,3,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
6859-QNXIQ,1,72,16.99,8248.5,No,10.1,6,3,False,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False
2782-LFZVW,1,11,10.99,601.6,No,20.8,13,4,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False
2866-IKBTM,0,1,16.99,19.55,No,27.9,9,25,False,True,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
1342-JPNKI,0,10,0.0,834.1,Yes,1.7,7,12,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
2817-NTQDO,1,13,10.99,597.0,Yes,11.5,6,4,True,False,False,False,True,False,True,False,False,True,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False
7129-AZJDE,1,34,10.99,2647.2,No,6.9,12,2,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
6986-IJDHX,1,39,10.99,3266.0,Yes,9.6,9,3,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
2560-PPCHE,1,65,16.99,6744.25,No,13.4,7,4,False,True,True,True,True,False,False,False,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
4676-MQUEA,0,50,16.99,5265.5,No,15.9,5,0,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
8138-EALND,2,15,10.99,311.6,No,11.0,28,4,True,False,False,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
3580-HYCSP,1,72,10.99,7966.9,No,7.9,9,5,True,False,False,True,True,False,True,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False
1352-HNSAW,1,72,10.99,8220.4,No,11.8,19,5,False,False,False,True,True,False,True,False,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2075-PUEPR,2,55,16.99,1153.25,No,20.2,22,3,True,True,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
1982-FEBTD,1,23,5.99,514.75,No,19.7,10,3,False,False,False,True,True,False,False,True,True,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False
5301-GAUUY,0,32,16.99,2596.15,Yes,16.2,7,5,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
5791-KAJFD,1,56,10.99,3808.0,No,8.8,9,1,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2654-VBVPB,2,1,10.99,19.9,No,8.2,18,17,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
1154-HYWWO,1,38,5.99,2708.2,No,8.7,12,0,True,False,False,True,True,False,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2501-XWWTZ,0,11,16.99,760.05,No,13.1,2,9,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
3716-UVSPD,1,1,16.99,49.3,No,12.1,19,28,True,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
6815-ABQFQ,0,56,16.99,6033.3,No,14.8,3,0,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True
7343-EOBEU,2,3,10.99,89.05,No,18.9,18,11,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False
3701-SFMUH,1,7,5.99,516.15,No,12.5,5,7,True,False,False,True,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
6103-LIANB,2,59,16.99,5861.75,No,15.8,21,3,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,True,False
7319-VENRZ,1,7,10.99,445.95,No,8.8,12,6,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5846-NEQVZ,1,71,10.99,4973.4,No,15.4,16,4,True,False,False,True,True,False,True,False,False,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False
6967-QIQRV,0,15,16.99,1667.25,No,16.1,5,1,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True
5781-RFZRP,0,71,0.0,5357.75,No,9.3,8,4,True,False,False,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0939-YAPAF,1,35,16.99,3527.6,Yes,12.5,13,6,False,True,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False
0308-IVGOK,1,11,10.99,422.6,No,10.5,15,5,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
